
  +0x0490: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0494: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0498: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x049c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04a0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04a4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04a8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04ac: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04b0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04b4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04b8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04bc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04c0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04c4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04c8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04cc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04d0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04d4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04d8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04dc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04e0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04e4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04e8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04ec: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04f0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04f4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04f8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x04fc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0500: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0504: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0508: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x050c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0510: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0514: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0518: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x051c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0520: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0524: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0528: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x052c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0530: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0534: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0538: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x053c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0540: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0544: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0548: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x054c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0550: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0554: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0558: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x055c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0560: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0564: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0568: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x056c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0570: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0574: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0578: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x057c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0580: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0584: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0588: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x058c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0590: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0594: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0598: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x059c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05a0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05a4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05a8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05ac: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05b0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05b4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05b8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05bc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05c0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05c4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05c8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05cc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05d0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05d4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05d8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05dc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05e0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05e4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05e8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05ec: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05f0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05f4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05f8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x05fc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0600: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0604: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0608: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x060c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0610: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0614: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0618: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x061c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0620: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0624: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0628: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x062c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0630: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0634: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0638: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x063c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0640: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0644: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0648: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x064c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0650: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0654: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0658: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x065c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0660: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0664: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0668: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x066c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0670: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0674: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0678: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x067c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0680: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0684: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0688: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x068c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0690: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0694: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0698: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x069c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06a0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06a4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06a8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06ac: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06b0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06b4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06b8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06bc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06c0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06c4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06c8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06cc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06d0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06d4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06d8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06dc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06e0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06e4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06e8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06ec: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06f0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06f4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06f8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x06fc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0700: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0704: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0708: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x070c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0710: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0714: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0718: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x071c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0720: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0724: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0728: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x072c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0730: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0734: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0738: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x073c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0740: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0744: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0748: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x074c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0750: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0754: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0758: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x075c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0760: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0764: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0768: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x076c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0770: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0774: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0778: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x077c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0780: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0784: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0788: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x078c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0790: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0794: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x0798: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x079c: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07a0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07a4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07a8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07ac: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07b0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07b4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07b8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07bc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07c0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07c4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07c8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07cc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07d0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07d4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07d8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07dc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07e0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07e4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07e8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07ec: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07f0: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07f4: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07f8: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)
  +0x07fc: 0xff4080bf -> 0xff000000   (A 4282417343  B 4278190080)

[562 differing words across 38 paired BO(s)]
